MCCID_GIS,the_geom,NAME,MCCID_STR,MAPLABEL,XDATE
49,"LINESTRING (144.941225862166 -37.797735058982, 144.940074584036 -37.798518890581, 144.939856016623 -37.799723661224)",FOGARTY  STREET,Street_Label_15000,Fogarty  Street,20210923
566,"LINESTRING (144.950636221371 -37.804870472694, 144.950038358284 -37.804805704772)",TRAFALGAR  PLACE,Street_Label_2000,Trafalgar  Place,20210923
1245,"LINESTRING (144.970999488844 -37.799698174382, 144.970930465789 -37.799621123894, 144.970599040422 -37.799585087384)",SILVER  TOP  TERRACE,Street_Label_2000,Silver  Top  Terrace,20210923
9,"LINESTRING (144.94683576942 -37.822475335586, 144.946754956037 -37.822717227537, 144.945163145679 -37.822382592633, 144.944864235299 -37.822468610176, 144.944733624518 -37.822187285925, 144.944074209793 -37.822025258558)",AUSTRALIAN  WHARF,Street_Label_2000,Australian  Wharf,20210923
532,"LINESTRING (144.950967180842 -37.801215314227, 144.950873513022 -37.801724890773)",LOUGHMORE  LANE,Street_Label_2000,Loughmore  Lane,20210923
626,"LINESTRING (144.964204895072 -37.804144827827, 144.964083784359 -37.804132049657)",CL1282,Street_Label_2000,CL1282,20210923
66,"LINESTRING (144.93211171932 -37.792551459922, 144.931745658779 -37.792513401429, 144.931717149449 -37.792663003037)",CL131,Street_Label_2000,CL131,20210923
541,"LINESTRING (144.953244940175 -37.79957785765, 144.954058765467 -37.800230021528)",VALE  STREET,Street_Label_2000,Vale  Street,20210923
62,"LINESTRING (144.953866156978 -37.818035631089, 144.956018387357 -37.817417560601, 144.956336290795 -37.817329381008, 144.956934242225 -37.817157502664, 144.956919925835 -37.817125677994, 144.958481593931 -37.816683365955, 144.958819203762 -37.816612765229, 144.959458974186 -37.816430401745, 144.959500552526 -37.816418550003, 144.960961801032 -37.816002009674, 144.9613039784 -37.815907396931, 144.963450497129 -37.815283140356, 144.963773604718 -37.815185910535, 144.964238472298 -37.815051803515, 144.965139851436 -37.8147918578, 144.965197115899 -37.814772959352, 144.965928643791 -37.814562858567, 144.966241510778 -37.814461549193, 144.967482232998 -37.814094219513, 144.967549165372 -37.81407992328, 144.968161381132 -37.813900807691, 144.968258151427 -37.813872491745, 144.968389137944 -37.813834168248, 144.968709635657 -37.813743461863, 144.969141920753 -37.813619289872, 144.969137460762 -37.81360951809, 144.969762438158 -37.813425418885, 144.969812426161 -37.813412273779, 144.970079688529 -37.813333789403, 144.970130667627 -37.813327255158, 144.970857153289 -37.813113265901, 144.971176242451 -37.813012296477, 144.971421657659 -37.812941006078, 144.971470179773 -37.812926281376, 144.972439438776 -37.812642672355, 144.972506850573 -37.812626091634, 144.973330997695 -37.812384872214)",LITTLE  COLLINS  STREET,Street_Label_10000,Little  Collins  Street,20210923
1279,"LINESTRING (144.941529106968 -37.821397520968, 144.94123660021 -37.820761119536)",TOM  THUMB  LANE,Street_Label_2000,Tom  Thumb  Lane,20210923
419,"LINESTRING (144.972618404001 -37.793420289604, 144.972472977441 -37.793482561042)",PRIVATE,Street_Label_1000,Private,20210923
294,"LINESTRING (144.92661860682 -37.793691312388, 144.926146563622 -37.793198839976)",CL0534,Street_Label_2000,CL0534,20210923
103,"LINESTRING (144.979052112167 -37.837279850398, 144.979438535739 -37.835342689181, 144.979447464418 -37.835318107531, 144.979459723953 -37.83529444599, 144.979474546394 -37.835271739445, 144.979491818789 -37.835250160931, 144.979511409513 -37.835229874884, 144.979533169278 -37.835211035893, 144.979556932263 -37.83519378752, 144.979583339019 -37.835179190499, 144.979594828261 -37.835173175005, 144.979605234636 -37.835166015052, 144.979614819474 -37.835158166871, 144.979623511805 -37.835149688573, 144.979631247272 -37.83514064293, 144.9796379686 -37.835131096919, 144.979643626022 -37.83512112122, 144.979648177651 -37.835110789694, 144.979651589787 -37.835100178837, 144.979653837163 -37.835089367213, 144.979654876717 -37.83507843399, 144.979899408946 -37.83389073648)",HOPE  STREET,Street_Label_10000,Hope  Street,20210923
1,"LINESTRING (144.915258976178 -37.809209839011, 144.914746488264 -37.809184557815, 144.912541735079 -37.809126680262, 144.910936642988 -37.809593507929, 144.90938896434 -37.809552011115, 144.907872647111 -37.809187614541, 144.907324656515 -37.809105533742)",FORMER  COODE  ROAD (NO PUBLIC ACCESS),Street_Label_10000,Coode  Road (No  Public  Access),20210923
291,"LINESTRING (144.94899521629 -37.805866093128, 144.948733119291 -37.806093304559)",PL5136,Street_Label_1000,PL5136,20210923
615,"LINESTRING (144.967360013645 -37.800922900077, 144.967299770993 -37.801284235695)",WATT LANE,Street_Label_2000,Watt Lane,20210923
312,"LINESTRING (144.972233599192 -37.798891223052, 144.972167220786 -37.798883559141, 144.972196831006 -37.7987103487)",CL1249,Street_Label_1000,CL1249,20210923
342,"LINESTRING (144.913507093152 -37.779491390557, 144.908284192281 -37.782560979083)",LANGS  ROAD,Street_Label_15000,Langs  Road,20210923
669,"LINESTRING (144.92116830855 -37.791370731568, 144.921539838473 -37.791744161131, 144.921611532178 -37.79183699098, 144.92165374345 -37.791879417869, 144.921702752074 -37.791848711953, 144.921843458584 -37.791990135091)",WATKINS  WAY,Street_Label_2000,Watkins  Way,20210923
481,"LINESTRING (144.969764981964 -37.829948686005, 144.969676178035 -37.82975638853)",SM0248,Street_Label_2000,SM0248,20210923
102,"LINESTRING (144.943163753679 -37.801681068133, 144.943040223581 -37.802007456198)",CL0386,Street_Label_1000,CL0386,20210923
351,"LINESTRING (144.984431341684 -37.833815627277, 144.984444610818 -37.833749081802)",PRIVATE,Street_Label_1000,Private,20210923
314,"LINESTRING (144.972067562923 -37.798146940435, 144.972095672931 -37.797976256306, 144.972207705994 -37.797989430365)",CL1591,Street_Label_1000,CL1591,20210923
324,"LINESTRING (144.965829000933 -37.80415982061, 144.965828042552 -37.804165400367, 144.965795585218 -37.804161873916, 144.965772286906 -37.804297548357)",CL1045,Street_Label_1000,CL1045,20210923
757,"LINESTRING (144.959293666829 -37.811502697493, 144.959721738686 -37.811380045229, 144.959761067107 -37.811378722456, 144.960770304047 -37.811081236761)",GUILDFORD  LANE,Street_Label_2000,Guildford  Lane,20210923
173,"LINESTRING (144.940374981118 -37.813946024796, 144.940620684677 -37.814352089481)",RAKAIA  WAY,Street_Label_2000,Rakaia  Way,20210923
212,"LINESTRING (144.949776981659 -37.799528149001, 144.949752985066 -37.799680813973)",CL0255,Street_Label_1000,CL0255,20210923
512,"LINESTRING (144.966789630583 -37.799000313521, 144.966818393326 -37.798999332177, 144.966829197599 -37.798995057879, 144.966833691805 -37.798989169669, 144.966863211601 -37.798833961097)",CL1054A,Street_Label_1000,CL1054A,20210923
343,"LINESTRING (144.950879507293 -37.79809678381, 144.950700768439 -37.797953472183)",CHAPMAN  STREET,Street_Label_2000,Chapman  Street,20210923
55,"LINESTRING (144.930208976712 -37.794159011962, 144.929958597158 -37.794131579904)",PL5382,Street_Label_1000,PL5382,20210923
502,"LINESTRING (144.973752154171 -37.795925093418, 144.973773814366 -37.795801457445)",CL1540,Street_Label_1000,CL1540,20210923
133,"LINESTRING (144.926344646253 -37.792088879443, 144.926669728104 -37.792433217152, 144.926859165916 -37.792317782794, 144.926864160801 -37.792068570946, 144.927630856412 -37.792079768697)",HARPER  STREET,Street_Label_2000,Harper  Street,20210923
1116,"LINESTRING (144.973143165245 -37.815176295371, 144.973577375356 -37.815049446632)",SPARK  LANE,Street_Label_2000,Spark  Lane,20210923
960,"LINESTRING (144.917134743674 -37.794010830821, 144.917451477198 -37.794050910205, 144.917394747811 -37.794333215664)",LASCELLES  SQUARE,Street_Label_2000,Lascelles  Square,20210923
1070,"LINESTRING (144.974037261216 -37.794238046701, 144.974186406142 -37.793377683699)",CL1150,Street_Label_2000,CL1150,20210923
84,"LINESTRING (144.950052134132 -37.827165547895, 144.950140537397 -37.827113738617)",MUNRO  STREET,Street_Label_15000,Munro  Street,20210923
1215,"LINESTRING (144.961298158804 -37.804492992344, 144.9612641051 -37.804683351341, 144.961257358737 -37.804682597409, 144.961195218114 -37.805029950751)",LANSDOWNE  PLACE,Street_Label_2000,Lansdowne  Place,20210923
121,"LINESTRING (144.988812033066 -37.817514257424, 144.988519798384 -37.819238578923)",BERRY  STREET,Street_Label_10000,Berry  Street,20210923
305,"LINESTRING (144.955432194698 -37.807695924206, 144.955243332661 -37.807676507492)",HARBISON  LANE,Street_Label_2000,Harbison  Lane,20210923
468,"LINESTRING (144.988404650993 -37.816199054975, 144.988414878256 -37.816143607122, 144.988451649201 -37.815907822686, 144.988109718316 -37.815866800551)",ROBERT RUSSELL  LANE,Street_Label_2000,Robert Russell  Lane,20210923
846,"LINESTRING (144.979798532371 -37.835585965624, 144.979867907029 -37.835242619637)",CL1620,Street_Label_2000,CL1620,20210923
986,"LINESTRING (144.952683248967 -37.803737795828, 144.952932045781 -37.803765646281, 144.952967989372 -37.803776526486, 144.952966477731 -37.803784791026, 144.953364704437 -37.803830043484)",BROWNS  LANE,Street_Label_2000,Browns  Lane,20210923
360,"LINESTRING (144.958431843737 -37.827964107062, 144.959406106355 -37.827681898757)",HANCOCK  STREET,Street_Label_2000,Hancock  Street,20210923
1282,"LINESTRING (144.941839349947 -37.786693496987, 144.941539187837 -37.786792429888, 144.941369260956 -37.786817366539, 144.941005137595 -37.786986644233)",HEATHCOTE  ROAD,Street_Label_2000,Heathcote  Road,20210923
116,"LINESTRING (144.922290367635 -37.79248215668, 144.922949008754 -37.792102389023)",PEPPERCORN  WALK,Street_Label_1000,Peppercorn  Walk,20210923
172,"LINESTRING (144.947452615234 -37.823788199292, 144.947445454022 -37.82378763276, 144.947438267906 -37.823787487867, 144.947431097421 -37.823787830126, 144.947423994897 -37.823788657038, 144.947417012173 -37.82378996257, 144.94741020021 -37.823791737192, 144.947403608725 -37.823793967953, 144.947397285824 -37.823796638572, 144.947391277654 -37.823799729558, 144.947385628065 -37.823803218352, 144.94738037829 -37.823807079491, 144.947375566643 -37.823811284795, 144.947371489505 -37.823815948714, 144.947358163009 -37.823838765309, 144.947348396547 -37.823862731465, 144.947341213232 -37.82388728124, 144.947336930664 -37.823912263688, 144.947337368476 -37.823917448058, 144.947337321259 -37.823922637518, 144.947336707004 -37.823927800512, 144.947335530342 -37.823932898137, 144.947333800138 -37.823937891979, 144.94733152943 -37.823942744408, 144.947328735328 -37.823947418858, 144.947325438889 -37.823951880106, 144.94732166495 -37.823956094535, 144.947317441951 -37.823960030388, 144.947312801714 -37.823963658006, 144.947307779204 -37.823966950053, 144.947302412268 -37.823969881723, 144.947296741348 -37.823972430924, 144.947290809177 -37.823974578448, 144.947284660456 -37.823976308111, 144.947278341517 -37.823977606881, 144.947271899977 -37.82397846497, 144.947265384375 -37.823978875912, 144.947258843809 -37.823978836611, 144.947252327564 -37.823978347363, 144.947245884744 -37.823977411855, 144.947239563896 -37.823976037135, 144.947233412651 -37.823974233564, 144.947227477361 -37.823972014731, 144.947221802752 -37.823969397357, 144.947216431583 -37.823966401164, 144.947211404327 -37.82396304873, 144.947206758869 -37.823959365316, 144.947202530212 -37.82395537868, 144.947198750222 -37.823951118861, 144.947195447381 -37.823946617959, 144.947192646579 -37.823941909889, 144.947190368921 -37.823937030131, 144.947188631569 -37.823932015453, 144.947187447615 -37.823926903644, 144.947186825981 -37.823921733223, 144.947186771351 -37.823916543151, 144.947187284137 -37.823911372538, 144.947188360474 -37.823906260346, 144.947189992252 -37.823901245098, 144.947192167175 -37.823896364584, 144.947194868854 -37.823891655583, 144.947198307639 -37.82388726884, 144.947258817082 -37.823812197305, 144.947276011321 -37.823790392505, 144.947289490798 -37.823766955606, 144.947300262363 -37.823742638196, 144.947308239527 -37.823717635529, 144.947313358239 -37.823692148358, 144.9473155774 -37.823666381327, 144.947315114826 -37.823640530442, 144.947316815665 -37.823519270162, 144.947303494511 -37.823398347201, 144.947278800644 -37.823278340657, 144.947048359624 -37.822497120135)",WEBB  BRIDGE,Street_Label_2000,Webb  Bridge,20210923
887,"LINESTRING (144.95766341758 -37.810073914053, 144.957558992708 -37.809850949818, 144.957465740191 -37.809859162316)",ELECTRIC  PLACE,Street_Label_2000,Electric  Place,20210923
337,"LINESTRING (144.949083338547 -37.798296136325, 144.949109574084 -37.798275533645, 144.949920910707 -37.797638362485, 144.950162342904 -37.797446945934, 144.950493577603 -37.797185530256, 144.950978875674 -37.796802520254)",HARKER STREET,Street_Label_15000,Harker Street,20210923
17,"LINESTRING (144.938747950367 -37.79541083842, 144.936740184925 -37.795189244551, 144.936251454618 -37.795134557995, 144.935446416379 -37.795044259691, 144.934770371065 -37.794970979309, 144.931036607445 -37.794544674552, 144.930242460546 -37.794455934341, 144.927752044348 -37.794173583772)",MACAULAY  ROAD,Street_Label_15000,Macaulay  Road,20210923
113,"LINESTRING (144.930879403764 -37.798478512163, 144.930980328911 -37.798457223473)",PL5002,Street_Label_1000,PL5002,20210923
1080,"LINESTRING (144.971209597232 -37.810823180741, 144.971580493369 -37.811635827761)",LIVERPOOL  STREET,Street_Label_2000,Liverpool  Street,20210923
402,"LINESTRING (144.971499683004 -37.795384008536, 144.971295121605 -37.795361619587)",CL1078,Street_Label_1000,CL1078,20210923
100,"LINESTRING (144.955510442632 -37.795658642481, 144.955473401395 -37.795957913002, 144.955468780714 -37.795992871453, 144.955422223868 -37.796351598619, 144.955418896339 -37.796388669347, 144.955383625667 -37.796680945863)",BENJAMIN  STREET,Street_Label_10000,Benjamin  Street,20210923
140,"LINESTRING (144.942382730195 -37.790409327876, 144.941832560882 -37.790195835087)",MCCABE  PLACE,Street_Label_2000,McCabe  Place,20210923
178,"LINESTRING (144.982114385484 -37.84792050066, 144.98228993783 -37.847016078118)",MOUBRAY  LANE,Street_Label_2000,Moubray  Lane,20210923
436,"LINESTRING (144.920598774622 -37.794572958214, 144.920478486764 -37.794441297901)",MATTHEWS  MEWS,Street_Label_2000,Matthews  Mews,20210923
691,"LINESTRING (144.966418569514 -37.797508481492, 144.966439200741 -37.797389164846, 144.966776589853 -37.797426866844, 144.966778566398 -37.797416495961, 144.966970461681 -37.79743654196)",MILLER  LANE,Street_Label_2000,Miller  Lane,20210923
18,"LINESTRING (144.948348194588 -37.776752594471, 144.948173784325 -37.777657768765, 144.948174587382 -37.77766958841, 144.94817669991 -37.777681313155, 144.948180132575 -37.777692847679, 144.948184857462 -37.777704098187, 144.948190836148 -37.77771497319, 144.948198020017 -37.777725384254, 144.948206350649 -37.777735246719, 144.948215760302 -37.777744480384, 144.948226172457 -37.777753010162, 144.948237502445 -37.777760766691, 144.948249658131 -37.777767686895, 144.948262540667 -37.7777737145, 144.948275874078 -37.777779129027, 144.948437970654 -37.777839418869, 144.948494818397 -37.777864466885, 144.948540473313 -37.777888003307, 144.94861707027 -37.777934399907, 144.948627418365 -37.777948226215, 144.948636872917 -37.777962395022, 144.948644663378 -37.777977180348, 144.948650724494 -37.777992458346, 144.948655005495 -37.778008101044, 144.948657470522 -37.778023977416, 144.948658098929 -37.778039954477, 144.948656722624 -37.778055883583, 144.948564126664 -37.778569250297, 144.948563044773 -37.778575084126, 144.948561282024 -37.778580810266, 144.948558922047 -37.778586395659, 144.948555981327 -37.778591801296, 144.9485524804 -37.778596989421, 144.94854844372 -37.778601923799, 144.94854389948 -37.778606569966, 144.948538879417 -37.778610895472, 144.948533185362 -37.77861465077, 144.948434253685 -37.778649716431, 144.948436516966 -37.778654696479, 144.948438456622 -37.778659747844, 144.948439839815 -37.778664909994, 144.948440656166 -37.778670144199, 144.948440899551 -37.778675411191, 144.948440519154 -37.778680667497, 144.948402991843 -37.778888293315, 144.948341374629 -37.779192408622)",REDWOOD  PARADE,Street_Label_1000,Redwood  Parade,20210923
220,"LINESTRING (144.974710326628 -37.797934345157, 144.97306179966 -37.797756687111, 144.972715858583 -37.797721964939, 144.970675994829 -37.79749516188, 144.970333678529 -37.797463156371, 144.969199033602 -37.797340078917, 144.968857649527 -37.797303032293, 144.96771962002 -37.797181891876, 144.967378288589 -37.797143146766, 144.966241652715 -37.797019330645, 144.965900506202 -37.796981230602, 144.964762774033 -37.796858031059)",ELGIN  STREET,Street_Label_15000,Elgin  Street,20210923
1214,"LINESTRING (144.962632950648 -37.803828956834, 144.962922712662 -37.803859710935, 144.9629216915 -37.803865046263, 144.963204571908 -37.803896260086)",LINCOLN  PLACE,Street_Label_2000,Lincoln  Place,20210923
20,"LINESTRING (144.972554001392 -37.798657943305, 144.970513280872 -37.798431027791)",MACARTHUR  PLACE SOUTH,Street_Label_10000,MacArthur  Place South,20210923
1054,"LINESTRING (144.969337740755 -37.811544298992, 144.969215471568 -37.811579086338)",PL5237,Street_Label_2000,PL5237,20210923
12,"LINESTRING (144.941195736508 -37.820587952243, 144.940917970711 -37.819983607425)",TOM  THUMB  LANE,Street_Label_1000,Tom  Thumb  Lane,20210923
